word_id,ur_meaning,en_meaning
6320,تحقیق,Surely
6321,ہے,it was
6322,تمہارے لیے,for you
6323,نشانی,a sign
6324,میں,in
6325,دوگروہوں,(the) two hosts
6326,آپس میں لڑے۔ ایک دوسرے سے نبرد آزما ہوئے,which met
6327,ایک گروہ,one group
6328,لڑ رہا تھا,fighting
6329,میں,in
6330,راستے,(the) way
6331,اللہ کے,(of) Allah
6332,اور دوسرا,and another
6333,کافر تھا,disbelievers
6334,وہ دیکھ رہے تھے انکو,They were seeing them
6335,دوگنا اپنے سے,twice of them
6336,دیکھنا,with the sight
6337,آنکھ کا,(of) their eyes
6338,اور اللہ,And Allah
6339,تائید کرتا ہے,supports
6340,ساتھ اپنی مدد کے,with His help
6341,جس کو,whom
6342,وہ چاہتا ہے,He wills
6343,بیشک,Indeed
6344,میں,in
6345,اس,that
6346,البتہ عبرت ہے,surely (is) a lesson
6347,اہل,for the owners
6348,بصیرت کے لیے,(of) vision
6349,خوبصورت بنادی گئی,Beautified
6350,لوگوں کے لیے,for mankind
6351,محبت,(is) love
6352,خواہشات کی,(of) the (things they) desire
6353,سے,of
6354,عورتوں,[the] women
6355,اور بیٹوں سے,and [the] sons
6356,اور خزانے سے,and [the] heaps
6357,جو اکٹھے کیے گئے,[the] stored up
6358,سے,of
6359,سونے میں,[the] gold
6360,اور چاندی سے,and [the] silver
6361,اور گھوڑے سے,and [the] horses
6362,جو نشان لگے ہوئے ہیں,[the] branded
6363,اور مویشی سے۔ جانور سے,and [the] cattle
6364,اور کھیتی سے,and [the] tilled land
6365,یہ,That
6366,سامان ہے,(is) provision
6367,زندگی کا,(of) life
6368,دنیا کی,(of) the world
6369,اور اللہ تعالیٰ,but Allah
6370,اس کے پاس,with Him
6371,اچھا,(is an) excellent
6372,ٹھکانہ,[the] abode to return
6373,کہہ دیجئے,Say
6374,کیا میں خبردوں تم کو,Shall I inform you
6375,بہتر کی۔ اچھے کی,of better
6376,اس,than
6377,سے,that
6378,ان لوگوں کے لیے,For those who
6379,جنہوں نے,fear[ed]
6380,پاس,with
6381,ان کے رب کے,their Lord
6382,باغات ہیں,(are) Gardens
6383,بہتی ہیں,flows
6384,سے,from
6385,اس کے نیچے سے,underneath them
6386,نہریں,[the] rivers
6387,ہمیشہ رہنے والے ہیں,abiding forever
6388,اس میں,in it
6389,ہیں بیویاں,and spouses
6390,پاکیزہ,pure
6391,اور   رضامندی ہے,and approval
6392,سے,from
6393,اللہ,Allah
6394,اور اللہ,And Allah
6395,دیکھنے والا ہے,(is) All-Seer
6396,بندوں کو,of (His) slaves
6397,وہ لوگ,Those who
6398,جو کہتے ہیں,say
6399,اے ہمارے رب,Our Lord
6400,بیشک ہم,Indeed we
6401,ایمان لائے ہم,(have) believed
6402,پس بخش دے,so forgive
6403,واسطے ہمارے,for us
6404,ہمارے گناہوں کو,our sins
6405,بچا ہم کو,and save us
6406,عذاب سے,(from) punishment
6407,آگ کے,(of) the Fire
6408,صبر کرنے والے,The patient
6409,اور سچے۔ سچ بولنے والے,and the truthful
6410,اور اطاعت گزار,and the obedient
6411,اور خرچ کرنے والے,and those who spend
6412,اور بخشش مانگنے والے,and those who seek forgiveness
6413,سحری کے وقت,[in the] before dawn
6414,گواہی دے,Bears witness
6415,اللہ نے,Allah
6416,بیشک وہ,that [He]
6417,نہیں,(there is) no
6418,کوئی الہ,god
6419,مگر,except
6420,وہ,Him
6421,اور فرشتوں نے,and (so do) the Angels
6422,اور  والوں نے,and owners
6423,علم,(of) [the] knowledge
6424,قائم ہیں ۔ قائم دیکھنے ولا ہے,standing
6425,عدل کو,in justice
6426,نہیں,(There is) no
6427,کوئی الہ,god
6428,مگر,except
6429,وہی,Him
6430,غالب ہے,the All-Mighty
6431,حکمت والا ہے,the All-Wise
6432,بیشک,Indeed
6433,دین,the religion
6434,نزدیک,near
6435,اللہ کے,Allah
6436,اسلام ہے,(is) Islam
6437,اور نہیں,And not
6438,اختلاف کیا,differed
6439,ان لوگوں نے,those who
6440,جودئیےگئے,were given
6441,کتاب,the Book
6442,مگر,except
6443,سے,from
6444,بعد,after
6445,جو,[what]
6446,آگیا ان کے پاس  اور,came to them
6447,علم جو کوئی,[the] knowledge
6448,ضد کی وجہ سے,out of envy
6449,آپس کی,among them
6450,اور جو کوئی,And whoever
6451,کفر کرے,disbelieves
6452,ساتھ آیات کے,in (the) Verses
6453,اللہ کی,(of) Allah
6454,بیشک,then indeed
6455,اللہ,Allah
6456,جلد لینے والا ہے,(is) swift
6457,حساب کا,(in taking) account
6458,پھر اگر,Then if
6459,وہ جھگڑا کریں آپ سے,they argue with you
6460,تو کہہ دیجیے,then say
6461,میں نے سپرد کیا,I have submitted
6462,اپنا چہرہ۔ اپنی ذات,myself
6463,اللہ کے لیے,to Allah
6464,اور جو کوئی,and (those) who
6465,اپنا اتباع کرے,follow me
6466,اور کہہ دیجیے,And say
6467,ان لوگوں کے لیے,to those who
6468,جو دیے گئے,were given
6469,کتاب,the Book
6470,اور ان پڑھ لوگوں کو۔ امی لوگوں کو,and the unlettered people
6471,اسلام لائے تم۔ سپرد کردیا تم نے,Have you submitted yourselves
6472,پھر اگر,Then if
6473,وہ اسلام لے آئیں۔ سپرد کردیں,they submit
6474,تو تحقیق,then surely
6475,وہ ہدایت پاگئے,they are guided
6476,اوراگر,But if
6477,وہ منہ موڑ جائیں,they turn back
6478,تو بیشک,then only
6479,تجھ پر ہے,on you
6480,پہنچادینا,(is) to [the] convey
6481,اور اللہ,And Allah
6482,دیکھنے والا ہے,(is) All-Seer
6483,بندوں کو,of [His] slaves
6484,بیشک,Indeed
6485,وہ لوگ,those who
6486,جو کفر کرتے ہیں,disbelieve
6487,ساتھ آیات کے,in (the) Signs (of)
6488,اللہ کی,Allah
6489,اور وہ قتل کردیتے ہیں,and they kill
6490,نبیوں کو,the Prophets
6491,بغیر,without
6492,حق کے,right
6493,اور قتل کرتے ہیں,and they kill
6494,ان لوگوں کو,those who
6495,جو حکم دیتے ہیں,order
6496,انصاف کا,[with] justice
6497,میں سے,among
6498,لوگوں,the people
6499,تو بشارت دو ان کو۔ خوش خبری دو ان کو,then give them tidings
6500,عذاب کی,of a punishment
6501,دردناک,painful
6502,یہی,Those
6503,وہ لوگ ہیں,(are) the ones who
6504,ضائع ہوگئے,became worthless
6505,اعمال ان کے,their deeds
6506,میں,in
6507,دنیا,the world
6508,اور آخرت میں,and (in) the Hereafter
6509,اور نہیں,And not
6510,ان کے لیے,(will be) for them
6511,میں سے,any
6512,مددگاروں,helpers
6513,کیا نہیں,Have not
6514,تم نے دیکھا,you seen
6515,طرف,[to]
6516,ان لوگوں کی,those who
6517,جو دیے گئے,were given
6518,ایک حصہ,a portion
6519,میں سے,of
6520,کتاب,the Scripture
6521,وہ بلائے جاتے ہیں,They are invited
6522,طرف,to
6523,کتاب کے,(the) Book
6524,اللہ کی,(of) Allah
6525,تاکہ وہ فیصلہ کرے,that (it should) arbitrate
6526,ان کے درمیان,between them
6527,پھر,then
6528,اللہ کی منہ موڑتا ہے۔ پہلو تہی کرتا ہے,turns away
6529,ایک گروہ,a party
6530,ان میں سے,of them
6531,اور وہ,and they (are)
6532,منہ موڑنے والے ہیں۔ اعراض کرنے والے ہیں,those who are averse
6533,یہ,That
6534,بوجہ اس کے بیشک وہ,(is) because they
6535,وہ کہتے ہیں,say
6536,ہرگز نہ,Never
6537,چھوئے گی تم کو,will touch us
6538,آگ,the Fire
6539,مگر,except
6540,دن,(for) days
6541,گنتی کے,numbered
6542,اور دھوکے میں ڈالا,And deceived them
6543,میں,in
6544,ان کے دین,their religion
6545,جو اس چیز نے جو,what
6546,تھے وہ,they were
6547,وہ جھوٹ گھڑتے,inventing
6548,تو کس طرح ہوگا,Then how (will it be)
6549,جب,when
6550,جمع کریں گے ہم ان کو,We will gather them
6551,ایک دن کے لیے,on a Day
6552,نہیں,no
6553,کوئی شک,doubt
6554,اس میں,in it
6555,پورا پورا دیا جائے گا,And will be paid in full
6556,ہر,every
6557,نفس کو,soul
6558,جو,what
6559,اس نے کمائی کی,it earned
6560,اور وہ,and they
6561,نہ,(will) not
6562,ظلم کیے جائیں گے,be wronged
6563,کہہ دیجیے,Say
6564,اے اللہ,O Allah
6565,اے مالک,Owner
6566,بادشاہت کے,(of) the Dominion
6567,تو دیتا ہے,You give
6568,بادشاہت,the dominion
6569,جس کو,(to) whom
6570,تو چاہتا ہے,You will
6571,تو چھین لیتا ہے,and You take away
6572,بادشاہت,the dominion
6573,جس سے,from whom
6574,تو چاہتا ہے,You will
6575,اور تو عزت دیتا ہے,and You honor
6576,جس کو,whom
6577,تو چاہتا ہے,You will
6578,تو ذلیل کرتا ہے,and You humiliate
6579,نا معلوم,whom
6580,اور جس کو تو چاہتا ہے,You will
6581,تیرے ہاتھ میں,In Your hand
6582,بھلائی ہے,(is all) the good
6583,بیشک تو,Indeed You
6584,اوپر,(are) on
6585,ہر,every
6586,چیز کے,thing
6587,قادر ہے,All-Powerful
6588,تو داخل کرتا ہے,You cause to enter
6589,رات کو,the night
6590,میں,in
6591,دن,the day
6592,اور  تو داخل کرتا ہے,and You cause to enter
6593,دن کو,the day
6594,میں,in
6595,رات,the night
6596,اور  تو نکالتا ہے,and You bring forth
6597,زندہ کو,the living
6598,سے,from
6599,مردہ,the dead
6600,او ر تو نکالتا ہے,and You bring forth
6601,مردہ کو,the dead
6602,اور,from
6603,زندہ سے,the living
6604,تو رزق دیتا ہے,and You give provision
6605,جس کو تو,(to) whom
6606,چاہتا ہے,You will
6607,بغیر,without
6608,حساب کے,measure
6609,نہ,(Let) not
6610,بنائیں,take
6611,مومن,the believers
6612,کافروں کو,the disbelievers
6613,دوست,(as) allies
6614,کے,from
6615,سوا ۚ,instead of
6616,مومنوں,the believers
6617,اور   جو کوئی,And whoever
6618,کرے گا,does
6619,یہ۔ ایسا,that
6620,تو نہیں,then not he (has)
6621,سے,from
6622,اللہ,Allah
6623,میں,in
6624,کسی چیز,anything
6625,مگر,except
6626,یہ کہ,that
6627,تم بچو,you fear
6628,ان سے,from them
6629,بچنا,(as) a precaution
6630,اور ڈرائے تم کو,And warns you
6631,اللہ,Allah
6632,اپنی ذات سے,(of) Himself
6633,اور طرف,and to
6634,اللہ کے,Allah
6635,لوٹنا ہے,(is) the final return
6636,کہہ دیجیے,Say
6637,اگر,Whether
6638,تم چھپاؤ,you conceal
6639,جو,what
6640,پر ہے,(is) in
6641,تمہارے سینوں,your breasts
6642,یا,or
6643,تم ظاہر کرو گے اس کو,you disclose it
6644,جانتا ہے اس کو,knows it
6645,اللہ,Allah
6646,اوروہ جانتا ہے,And He knows
6647,جو,what
6648,میں ہے,(is) in
6649,آسمانوں,the heavens
6650,اور جو,and what
6651,میں ہے,(is) in
6652,زمین,the earth
6653,اور اللہ,And Allah
6654,اوپر,(is) on
6655,ہر,every
6656,چیز کے,thing
6657,قادر ہے,All-Powerful
6658,جس دن,(On the) day
6659,پائے گا,will find
6660,ہر,every
6661,شخص,soul
6662,جو,what
6663,اس نے عمل کیا,it did
6664,میں سے,of
6665,نیکی,good
6666,حاضر کیا ہوا,presented
6667,اور جو,and what
6668,اس نے عمل کیا,it did
6669,میں سے,of
6670,برائی,evil
6671,وہ چاہے گا,it will wish
6672,کاش,[if]
6673,بیشک,that
6674,اس کے درمیان (یعنی نفس),between itself
6675,اوراس کے درمیان (یعنی عمل),and between it (evil)
6676,فاصلہ ہوتا,(was) a distance
6677,دور کا,great
6678,اور ڈراتا ہے تم کو,And warns you
6679,اللہ,Allah
6680,اپنی ذات سے,(against) Himself
6681,اوراللہ,and Allah
6682,بہت شفقت کرنے والا ہے,(is) Most Kind
6683,بندوں پر,to (His) [the] slaves
6684,کہہ دیجیے,Say
6685,اگر,If
6686,ہو تم,you
6687,تم محبت رکھتے۔ کرتے,love
6688,اللہ سے,Allah
6689,تو میری اتباع کرو,then follow me
6690,محبت کرے گا تم سے,will love you
6691,اللہ تعالیٰ,Allah
6692,اور بخش دے گا,and He will forgive
6693,تمہارے لیے,for you
6694,تمہارے گناہوں کو,your sins
6695,اوراللہ,And Allah
6696,بخشنے والا,(is) Oft-Forgiving
6697,مہربان ہے,Most Merciful
6698,کہہ دیجیے,Say
6699,اطاعت کرو,Obey
6700,اللہ کی,Allah
6701,اور رسول کی,and the Messenger
6702,پھر اگر,Then if
6703,وہ منہ موڑ جائیں,they turn away
6704,تو بیشک,then indeed
6705,اللہ,Allah
6706,نہیں,(does) not
6707,محبت رکھتا,love
6708,کافروں سے,the disbelievers
6709,بیشک,Indeed
6710,اللہ تعالیٰ نے,Allah
6711,چن لیا,chose
6712,آدم کو,Adam
6713,اور نوح کو,and Nuh
6714,اورآل,and (the) family
6715,ابراہیم کو,(of) Ibrahim
6716,اور آل,and (the) family
6717,عمران کو,(of) Imran
6718,پر,over
6719,جہان والوں,the worlds
6720,اولاد ہیں,Descendents
6721,بعض ان کے,some of them
6722,میں سے,from
6723,بعض,others
6724,اور  اللہ,And Allah
6725,سننے والا ہے,(is) All-Hearing
6726,جاننے والا ہے,All-Knowing
6727,جب,When
6728,کہنے لگی,[she] said
6729,بیوی۔ عورت,(the) wife
6730,عمران کی,(of) Imran
6731,اے میرے رب,My Lord
6732,بیشک میں نے,Indeed I
6733,میں نے نذر کیا۔ میں نے نذر مانی,[I] vowed
6734,تیرے لیے,to You
6735,جو,what
6736,میں ہے,(is) in
6737,میرے پیٹ,my womb
6738,آزاد کیا ہوا,dedicated
6739,پس تو قبول کرلے,so accept
6740,مجھ سے,from me
6741,بیشک تو,Indeed You
6742,تو ہی,You
6743,سننے والا ہے,(are) the All-Hearing
6744,جاننے والا ہے,the All-Knowing
6745,پھر جب,Then when
6746,اس نے جنم دیا اس کو,she delivered her
6747,کہنے لگی,she said
6748,اے میرے رب,My Lord
6749,بیشک میں نے,indeed I
6750,میں نے جنم دیا,[I] (have) delivered [her]
6751,لڑکی,a female
6752,اور اللہ,And Allah
6753,زیادہ جانتا ہے,knows better
6754,ساتھ اس کے جو۔ جو کچھ,[of] what
6755,اس نے جنم دیا,she delivered
6756,اورنہیں ہے,and is not
6757,لڑکا,the male
6758,مانند لڑکی کے۔ لڑکی کی طرح,like the female
6759,اوربیشک میں نے,And that I
6760,میں نے نام رکھا اس کا,[I] (have) named her
6761,مریم,Maryam
6762,اوربیشک میں,and that I
6763,میں پناہ میں دیتی ہوں اس کو,[I] seek refuge for her
6764,ساتھ تیری,in You
6765,اوراس کی اولاد کو,and her offspring
6766,سے,from
6767,شیطان,the Shaitaan
6768,مردود,the rejected
6769,تو قبول کرلیا اس کو,So accepted her
6770,اس کے رب نے,her Lord
6771,ساتھ قبولیت کے,with acceptance
6772,اچھی,good
6773,اور نشو و نما کی اس کی۔ پرورش کی اس کی۔ پروان چڑھایا اس کو,and reared her
6774,پرورش,a rearing
6775,اچھی,good
6776,اور کفالت کی اس کی,and put her in (the) care
6777,زکریا نے,(of) Zakariya
6778,جب کبھی,Whenever
6779,داخل ہوتے,entered
6780,اس پر,upon her
6781,زکریا,Zakariya
6782,محراب میں,[the] prayer chamber
6783,پاتے,he found
6784,اس کے پاس,with her
6785,رزق,provision
6786,کہا۔ وہ کہتے,He said
6787,اے مریم,O Maryam
6788,کہاں سے ہے,From where
6789,تیرے لیے,for you
6790,یہ,(is) this
6791,کہنے لگیں۔ وہ کہتیں,She said
6792,وہ,This
6793,سے,(is)
6794,کے پاس,from
6795,اللہ کے,Allah
6796,بیشک,Indeed
6797,اللہ,Allah
6798,رزق دیتا ہے,gives provision
6799,جس کو وہ,(to) whom
6800,چاہتا ہے,He wills
6801,بغیر,without
6802,حساب کے,measure
6803,اس جگہ,There only
6804,پکارا۔ دعا مانگی,invoked
6805,زکریا نے,Zakariya
6806,اپنے رب کو۔ سے,his Lord
6807,کہا,he said
6808,اے میرے رب,My Lord
6809,عطا کر,grant
6810,میرے لیے,[for] me
6811,پاس سے,from
6812,اپنے,Yourself
6813,اولاد,offspring
6814,پاکیزہ,pure
6815,بیشک تو,Indeed You
6816,سننے والا ہے,(are) All-Hearer
6817,دعا کا,(of) the prayer
6818,پس پکارا اس کو,Then called him
6819,فرشتوں نے,the Angels
6820,اور وہ,when he
6821,کھڑے تھے,(was) standing
6822,نماز پڑھ رہے تھے,praying
6823,میں,in
6824,محراب,the prayer chamber
6825,بیشک,Indeed
6826,اللہ تعالیٰ,Allah
6827,بشارت دیتا ہے تجھ کو,gives you glad tidings
6828,یحییٰ کی,of Yahya
6829,جو تصدیق کرنے والا ہے,confirming
6830,ایک کلمے کی,[of] a Word
6831,طرف سے,from
6832,اللہ کی,Allah
6833,اور سردار,and a noble
6834,اور  پاکباز,and chaste
6835,اورنبی,and a Prophet
6836,میں سے,among
6837,نیک لوگوں,the righteous
6838,کہا,He said
6839,اے میرے رب,My Lord
6840,کیسے۔ کیونکر,how
6841,ہوسکتا ہے,can (there) be
6842,میرے لیے,for me
6843,کوئی لڑکا,a son
6844,حالانکہ تحقیق,and verily
6845,پہنچا مجھ کو,has reached me
6846,بڑھاپا,[the] old age
6847,اور میری بیوی,and my wife
6848,بانجھ ہے,(is) [a] barren
6849,کہا,He said
6850,اس طرح,Thus
6851,اللہ تعالیٰ,Allah
6852,کرتا ہے,does
6853,جو,what
6854,وہ چاہتا ہے,He wills
6855,کہا,He said
6856,اے میرے رب,My Lord
6857,بنا,make
6858,میرے لیے,for me
6859,کوئی نشانی,a sign
6860,کہا,He said
6861,نشانی تیری,your sign
6862,کہ نہ,(is) that not
6863,تو کلام کرے گا,you will speak
6864,لوگوں سے,(to) the people
6865,تین,(for) three
6866,دن,days
6867,مگر,except
6868,اشارے سے,(with) gestures
6869,اور تم یاد کرو,And remember
6870,اپنے رب کو,your Lord
6871,بہت زیادہ,much
6872,اورتسبیح کرو,and glorify (Him)
6873,شام کے وقت,in the evening
6874,اور صبح کے وقت,and (in) the morning
6875,اور جب,And when
6876,کہا,said
6877,فرشتوں نے,the Angels
6878,اے مریم,O Maryam
6879,بیشک,Indeed
6880,اللہ تعالیٰ نے,Allah
6881,چن لیا تجھ کو,(has) chosen you
6882,اورپاک کیا تجھ کو,and purified you
6883,اور چن لیا تجھ کو,and chosen you
6884,اوپر,over
6885,عورتوں کے,(the) women
6886,تمام جہان کی,(of) the worlds
6887,اے مریم,O Maryam
6888,تابعداری کر,Be obedient
6889,اپنے رب کی,to your Lord
6890,اور سجدہ کر,and prostrate
6891,اوررکوع کر,and bow down
6892,ساتھ,with
6893,رکوع کرنے والوں کے,those who bow down
6894,یہ,That
6895,میں سے ہے,(is) from
6896,خبروں,(the) news
6897,غیب کی,(of) the unseen
6898,ہم وحی کرتے ہیں اس کو,We reveal it
6899,تیری طرف,to you
6900,اور نہ,And not
6901,تھا تو,you were
6902,ان کے پاس,with them
6903,جب,when
6904,وہ ڈال رہے تھے,they cast
6905,اپنی قلمیں,their pens
6906,کون سا ان میں سے,(as to) which of them
6907,کفالت کرے گا,takes charge (of)
6908,مریم کی,Maryam
6909,اورنہ,and not
6910,تھا وہ,you were
6911,پاس ان کے,with them
6912,جب,when
6913,وہ جگھڑ رہے تھے,they (were) disputing
6914,جب,When
6915,کہا,said
6916,فرشتوں نے,the Angels
6917,اے مریم,O Maryam
6918,بیشک,Indeed
6919,اللہ تعالیٰ,Allah
6920,خوش خبری دیتا ہے,gives you glad tidings
6921,ایک کلمے کی,of a word
6922,اپنی طرف سے,from Him
6923,نام اس کا,his name
6924,مسیح,(is) the Messiah
6925,عیسیٰ,Isa
6926,ابن,son
6927,مریم,(of) Maryam
6928,عزت والا۔ بلندی والا۔ ذی وجاہت,honored
6929,میں,in
6930,دنیا,the world
6931,اور آخرت میں,and (in) the Hereafter
6932,اور  میں سے ہوگا,and of
6933,مقرب بندوں,those brought near (to Allah)
6934,اور کلام کرے گا,And he will speak
6935,لوگوں سے,(to) the people
6936,میں,in
6937,پن گھوڑے,the cradle
6938,اور  کہولت میں۔ بڑی عمر میں,and (in) maturity
6939,اور  میں سے ہوگا,and (he will be) of
6940,صالح لوگوں,the righteous
6941,کہنے لگیں,She said
6942,اے میرے رب,My Lord
6943,کیونکر۔ کس طرح,how
6944,ہوگا,is [it]
6945,میرے لیے,for me
6946,ایک بچہ,a boy
6947,حالانکہ نہیں,and (has) not
6948,چھوا مجھ کو۔ ہاتھ لگایا مجھ کو,touch(ed) me
6949,کسی انسان کے,any man
6950,فرمایا,He said
6951,اس طرح,Thus
6952,اللہ تعالیٰ,Allah
6953,پیدا کرتا ہے,creates
6954,جو,what
6955,وہ چاہتا ہے ۭ,He wills
6956,جب,When
6957,فیصلہ کرلیتا ہے,He decrees
6958,کسی کام کا,a matter
6959,تو بیشک,then only
6960,وہ کہتا ہے,He says
6961,وہ کہتا ہے,to it
6962,ہوجا,Be
6963,تو وہ ہو جاتا ہے,and it becomes
6964,اور تعلیم دے گا اس کو۔ سکھائے گا اس کو,And He will teach him
6965,کتاب,the Book
6966,اورحکمت,and [the] wisdom
6967,اور تورات,and the Taurat
6968,اور انجیل,and the Injeel
6969,اور رسول ہوگا,And (make him) a Messenger
6970,طرف,to
6971,بنی,(the) Children
6972,اسرائیل کے,(of) Israel
6973,بیشک میں,Indeed I
6974,تحقیق,[surely]
6975,میں لایا ہوں تمہارے پاس,[I] (have) come (to) you
6976,ایک نشانی,with a sign
6977,طرف سے,from
6978,تمہارے رب کی,your Lord
6979,بیشک میں,that I
6980,میں بنادیتا ہوں,[I] design
6981,تمہارے لئیے,for you
6982,سے,from
6983,مٹی,[the] clay
6984,مانند شکل,like the form
6985,پرندے کی,(of) the bird
6986,پھر میں پھونک مار دوں گا,then I breath
6987,اس میں,into it
6988,تو وہ ہوجائے گا,and it becomes
6989,ایک پرندہ,a bird
6990,اذن سے,by (the) permission
6991,اللہ کے,(of) Allah
6992,میں اچھا کردیتا ہوں,And I cure
6993,پیدائشی اندھے کو,the blind
6994,اور برص والے کو۔ کوڑھی کو,and the leper
6995,میں زندہ کرلیتا ہوں,and I give life
6996,مردوں کو,(to) the dead
6997,اذن کے ساتھ,by (the) permission
6998,اللہ کے,(of) Allah
6999,اور میں بتاتا ہوں تم کو۔ میں خبر دیتا ہوں تم کو,And I inform you
7000,ساتھ اس کے جو,of what
7001,تم کھاتے ہو,you eat
7002,اور جو,and what
7003,تم ذخیرہ کرتے ہو,you store
7004,میں,in
7005,اپنے گھروں (میں),your houses
7006,بیشک,Indeed
7007,اس,in
7008,میں,that
7009,البتہ ایک نشانی ہے,(is) surely a sign
7010,تمہارے لیے,for you
7011,اگر,if
7012,ہو تم,you are
7013,ایمان لانے والے,believers
7014,اور تصدیق کرنے والا ہوں,And confirming
7015,واسطے اس کے جو,that which
7016,میرے سامنے ہے,(was)
7017,نا معلوم,before me
7018,سے,of
7019,تورات (میں سے),the Taurat
7020,اور تاکہ میں حلال کردوں,and so that I make lawful
7021,تمہارے لیے,for you
7022,بعض,some
7023,وہ چیز,(of) that which
7024,جو  حرام کی گئی,was forbidden
7025,تم پر,to you
7026,اورمیں لایا ہوں تمہارے پاس,And I (have) come to you
7027,ایک نشانی,with a sign
7028,طرف سے,from
7029,تمہارے رب کی,your Lord
7030,پس ڈرو,So fear
7031,اللہ سے,Allah
7032,اور  اطاعت کرو میری,and obey me
7033,بیشک,Indeed
7034,اللہ تعالیٰ,Allah
7035,میرا رب ہے,(is) my Lord
7036,اور تمہارا رب,and your Lord
7037,پس عبادت کرو اس کی,so worship Him
7038,یہ,This
7039,راستہ ہے,(is) the path
7040,سیدھا,straight
7041,پھر جب,Then when
7042,محسوس کیا,perceived
7043,عیسیٰ نے,Isa
7044,ان میں سے,from them
7045,کفر کو,[the] disbelief
7046,بولے,he said
7047,کون,Who
7048,میرا مددگار ہوگا,(will be) my helpers
7049,طرف,to
7050,اللہ کی,Allah
7051,کہا,Said
7052,حواریوں نے,the disciples
7053,ہم,We
7054,مددگار ہیں,(will be the) helpers
7055,اللہ کے,(of) Allah
7056,ہم ایمان لائے,we believe[d]
7057,اللہ پر,in Allah
7058,گواہ رہیے,and bear witness
7059,بیشک ہم,that we
7060,مسلمان ہیں,(are) Muslims
7061,اے ہمارے رب,Our Lord
7062,ایمان لائے ہم,we believe[d]
7063,ساتھ اس کے جو,in what
7064,تو نے نازل کیا,You revealed
7065,اور پیروی کی ہم نے,and we follow[ed]
7066,رسول کی,the Messenger
7067,پس لکھ لے ہم کو,then write us
7068,کے ساتھ,among
7069,گواہوں کے,the witnesses
7070,اور انہوں نے ایک چال چلی,And they schemed
7071,اور تدبیر کی,and planned
7072,اللہ نے,Allah
7073,اور اللہ,And Allah
7074,سب سے بہترین ہے,(is the) best
7075,تدبیر کرنے والوں میں,(of) the planners
7076,جب,When
7077,فرمایا,said
7078,اللہ نے,Allah
7079,اے عیسیٰ,O Isa
7080,بیشک میں,Indeed I
7081,میں فوت کرنے والا ہوں تجھ کو۔ میں پورا پورا لینے والا ہوں تجھ کو,(will) take you
7082,اور اٹھا لینے والا ہوں تجھ کو,and raise you
7083,اپنی طرف,to Myself
7084,اور پاک کرنے والا ہوں تجھ کو,and purify you
7085,سے,from
7086,ان لوگوں,those who
7087,جنہوں نے کفر کیا,disbelieve[d]
7088,اور بنانے والا ہوں,and I will make
7089,ان لوگوں کو,those who
7090,جنہوں نے  پیروی کی تیری,follow[ed] you
7091,اوپر,superior
7092,ان لوگوں کے,(to) those who
7093,جنہوں نے کفر کیا,disbelieve[d]
7094,تک,on
7095,دن,(the) Day
7096,قیامت کے,(of) [the] Resurrection
7097,پھر,Then
7098,میری طرف,to Me
7099,لوٹنا ہے تم کو,(is) your return
7100,تو میں فیصلہ کروں گا,and I will judge
7101,تمہارے درمیان,between you
7102,جس میں,about what
7103,تم تھے,you were
7104,میں,[in it]
7105,اختلاف کرتے تھے,differing
7106,پس,Then as for
7107,وہ لوگ,those who
7108,جنہوں نے کفر کیا,disbelieve[d]
7109,تو میں عذاب دوں گا ان کو,then I will punish them
7110,عذاب,(with) a punishment
7111,سخت,severe
7112,میں,in
7113,دنیا (میں),the world
7114,اور آخرت,and (in) the Hereafter
7115,اور نہیں ہوگا,And not
7116,ان کے لیے,for them
7117,کوئی,any
7118,مددگار,helpers
7119,اور لیکن,And as for
7120,وہ لوگ,those who
7121,جو ایمان لائے,believe[d]
7122,اورانہوں نے عمل کیے,and did
7123,اچھے۔ نیک,[the] righteous deeds
7124,تو وہ پورا پورا دے گا ان کو,then He will grant them in full
7125,ان کے اجر,their reward
7126,اوراللہ,And Allah
7127,نہیں,(does) not
7128,محبت رکھتا ہے,love
7129,ظالموں سے,the wrongdoers
7130,یہ,That
7131,ہم پڑھ رہے ہیں اس کو۔ سنا رہے ہیں اس کو,(is what) We recite [it]
7132,آپ پر,to you
7133,میں سے,of
7134,آیات,the Verses
7135,اور ذکر میں سے,and the Reminder
7136,حکمت والے,[the] Wise
7137,بیشک,Indeed
7138,مثال,(the) likeness
7139,عیسیٰ کی,(of) Isa
7140,نزدیک,near
7141,اللہ کے,Allah
7142,مانند مثال,(is) like (the) likeness
7143,آدم کی ۭ,(of) Adam
7144,اس  نے پیدا کیا ان کو,He created him
7145,سے,from
7146,مٹی,dust
7147,پھر,then
7148,فرمایا,He said
7149,اس کو,to him
7150,ہوجا,Be
7151,تو وہ ہوگئے,and he was
7152,حق,The truth
7153,طرف سے ہے,(is) from
7154,تیرے رب کی,your Lord
7155,تو نہ,so (do) not
7156,تو ہو,be
7157,سے,among
7158,شک کرنے والوں (میں سے),the doubters
7159,تو جو کوئی,Then whoever
7160,جھگڑا کرے تجھ سے,argues (with) you
7161,اس کے معاملے میں,concerning it
7162,اس کے,from
7163,بعد کہ,after
7164,نا معلوم,what
7165,آگیا تیرے پاس,came to you
7166,میں سے,of
